id,medicineName,dose,volumeUnit,pvp,reImbursementRate
3329,Olmesartan medoxomilo + Hidroclorotiazida ratiopharm,20 mg + 12.5 mg,Blister - 56 unidade(s),17.38,69%
3330,Olmesartan medoxomilo + Hidroclorotiazida Teva,40 mg + 25 mg,Blister - 56 unidade(s),13.76,69%
3331,Olmesartan medoxomilo + Hidroclorotiazida Teva,40 mg + 12.5 mg,Blister - 56 unidade(s),14.1,69%
3332,Olmesartan medoxomilo + Hidroclorotiazida Teva,20 mg + 12.5 mg,Blister - 56 unidade(s),10.9,69%
3333,Olmesartan medoxomilo + Hidroclorotiazida Teva,20 mg + 25 mg,Blister - 56 unidade(s),10.9,69%
3334,Olmesartan medoxomilo + Hidroclorotiazida toLife,40 mg + 12.5 mg,Blister - 56 unidade(s),16,69%
3335,Olmesartan medoxomilo + Hidroclorotiazida toLife,20 mg + 12.5 mg,Blister - 56 unidade(s),12.73,69%
3336,Olmesartan medoxomilo + Hidroclorotiazida toLife,20 mg + 25 mg,Blister - 56 unidade(s),12.73,69%
3337,Olmesartan medoxomilo + Hidroclorotiazida toLife,40 mg + 25 mg,Blister - 56 unidade(s),16,69%
3338,Olmesartan medoxomilo + Hidroclorotiazida Zentiva,40 mg + 25 mg,Blister - 56 unidade(s),12.36,69%
3339,Olmesartan medoxomilo + Hidroclorotiazida Zentiva,20 mg + 25 mg,Blister - 14 unidade(s),3.05,69%
3340,Olmesartan medoxomilo + Hidroclorotiazida Zentiva,20 mg + 25 mg,Blister - 56 unidade(s),9.83,69%
3341,Olmesartan medoxomilo + Hidroclorotiazida Zentiva,40 mg + 12.5 mg,Blister - 56 unidade(s),12.36,69%
3342,Olmesartan medoxomilo + Hidroclorotiazida Zentiva,20 mg + 12.5 mg,Blister - 14 unidade(s),2.89,69%
3343,Olmesartan medoxomilo + Hidroclorotiazida Zentiva,20 mg + 12.5 mg,Blister - 56 unidade(s),9.83,69%
3344,Olmesartan medoxomilo Alter,20 mg,Blister - 28 unidade(s),6.66,69%
3345,Olmesartan medoxomilo Alter,10 mg,Blister - 28 unidade(s),6.5,69%
3346,Olmesartan medoxomilo Alter,10 mg,Blister - 14 unidade(s),2.03,69%
3347,Olmesartan medoxomilo Alter,40 mg,Blister - 28 unidade(s),8.16,69%
3348,Olmesartan medoxomilo Atolme,40 mg,Blister - 28 unidade(s),7.01,69%
3349,Olmesartan medoxomilo Atolme,10 mg,Blister - 28 unidade(s),5.56,69%
3350,Olmesartan medoxomilo Atolme,10 mg,Blister - 14 unidade(s),1.63,69%
3351,Olmesartan medoxomilo Atolme,20 mg,Blister - 28 unidade(s),5.42,69%
3352,Olmesartan medoxomilo Aurobindo,10 mg,Blister - 14 unidade(s),2.79,69%
3353,Olmesartan medoxomilo Aurobindo,10 mg,Blister - 56 unidade(s),15.98,69%
3354,Olmesartan medoxomilo Aurobindo,20 mg,Blister - 56 unidade(s),13.32,69%
3355,Olmesartan medoxomilo Aurobindo,40 mg,Blister - 56 unidade(s),22.1,69%
3356,Olmesartan medoxomilo Aurovitas,20 mg,Blister - 56 unidade(s),18.29,69%
3357,Olmesartan medoxomilo Aurovitas,40 mg,Blister - 56 unidade(s),22.1,69%
3358,Olmesartan medoxomilo Ciclum,10 mg,Blister - 14 unidade(s),1.72,69%
3359,Olmesartan medoxomilo Ciclum,10 mg,Blister - 28 unidade(s),5.86,69%
3360,Olmesartan medoxomilo Ciclum,40 mg,Blister - 56 unidade(s),14.09,69%
3361,Olmesartan medoxomilo Ciclum,20 mg,Blister - 56 unidade(s),11.43,69%
3362,Olmesartan medoxomilo Farmoz,40 mg,Blister - 28 unidade(s),6.65,69%
3363,Olmesartan medoxomilo Farmoz,20 mg,Blister - 28 unidade(s),6.02,69%
3364,Olmesartan medoxomilo Generis,40 mg,Blister - 28 unidade(s),11.76,69%
3365,Olmesartan medoxomilo Generis,20 mg,Blister - 28 unidade(s),6.66,69%
3366,Olmesartan medoxomilo Generis,10 mg,Blister - 14 unidade(s),2.79,69%
3367,Olmesartan medoxomilo Krka,20 mg,Blister - 28 unidade(s),7.82,69%
3368,Olmesartan medoxomilo Krka,10 mg,Blister - 14 unidade(s),2.38,69%
3369,Olmesartan medoxomilo Krka,10 mg,Blister - 28 unidade(s),6.68,69%
3370,Olmesartan medoxomilo Krka,40 mg,Blister - 28 unidade(s),9.97,69%
3371,Olmesartan medoxomilo Mylan,20 mg,Blister - 28 unidade(s),6.68,69%
3372,Olmesartan medoxomilo Mylan,40 mg,Blister - 28 unidade(s),9.56,69%
3373,Olmesartan medoxomilo Mylan,10 mg,Blister - 56 unidade(s),13.69,69%
3374,Olmesartan medoxomilo Pentafarma,10 mg,Blister - 14 unidade(s),1.92,69%
3375,Olmesartan medoxomilo Pentafarma,40 mg,Blister - 28 unidade(s),8.16,69%
3376,Olmesartan medoxomilo Pentafarma,20 mg,Blister - 28 unidade(s),6.34,69%
3377,Olmesartan medoxomilo Ratiopharm,10 mg,Blister - 14 unidade(s),2.79,69%
3378,Olmesartan medoxomilo Ratiopharm,10 mg,Blister - 56 unidade(s),15.98,69%
3379,Olmesartan medoxomilo Ratiopharm,40 mg,Blister - 28 unidade(s),8.16,69%
3380,Olmesartan medoxomilo Ratiopharm,20 mg,Blister - 28 unidade(s),6.66,69%
3381,Olmesartan medoxomilo Sandoz Farmacêutica,40 mg,Blister - 28 unidade(s),10.61,69%
3382,Olmesartan medoxomilo Sandoz Farmacêutica,10 mg,Blister - 14 unidade(s),2.51,69%
3383,Olmesartan medoxomilo Sandoz Farmacêutica,20 mg,Blister - 28 unidade(s),8.24,69%
3384,Olmesartan medoxomilo Teva,20 mg,Blister - 56 unidade(s),13.32,69%
3385,Olmesartan medoxomilo Teva,10 mg,Blister - 14 unidade(s),2.65,69%
3386,Olmesartan medoxomilo toLife,40 mg,Blister - 28 unidade(s),6.65,69%
3387,Olmesartan medoxomilo toLife,10 mg,Blister - 28 unidade(s),6.68,69%
3388,Olmesartan medoxomilo toLife,10 mg,Blister - 14 unidade(s),2.65,69%
3389,Olmesartan medoxomilo toLife,20 mg,Blister - 28 unidade(s),6.68,69%
3390,Olmesartan medoxomilo Zentiva,40 mg,Blister - 28 unidade(s),8.16,69%
3391,Olmesartan medoxomilo Zentiva,20 mg,Blister - 28 unidade(s),6.66,69%
3392,Olmesartan medoxomilo Zentiva,10 mg,Blister - 14 unidade(s),2.14,69%
3393,Omeprazol Almus,20 mg,Blister - 10 unidade(s),4.6,37%
3394,Omeprazol Almus,20 mg,Blister - 60 unidade(s),5.9,37%
3395,Omeprazol Alter,20 mg,Blister - 56 unidade(s),5.49,37%
3396,Omeprazol Alter,20 mg,Blister - 14 unidade(s),6.03,37%
3397,Omeprazol Aurobindo,10 mg,Blister - 56 unidade(s),5.59,0%
3398,Omeprazol Aurobindo,10 mg,Blister - 14 unidade(s),3.27,0%
3399,Omeprazol Aurobindo,40 mg,Blister - 56 unidade(s),11.59,37%
3400,Omeprazol Aurovitas,20 mg,Frasco - 14 unidade(s),6.03,37%
3401,Omeprazol Azevedos,20 mg,Blister - 56 unidade(s),6,37%
3402,Omeprazol Basi,20 mg,Blister - 56 unidade(s),3.35,37%
3403,Omeprazol Bluepharma,20 mg,Frasco - 56 unidade(s),6.68,37%
3404,Omeprazol Bluepharma,20 mg,Frasco - 14 unidade(s),6.03,37%
3405,Omeprazol Ciclum,20 mg,Blister - 56 unidade(s),4.48,37%
3406,Omeprazol Ciclum,20 mg,Blister - 14 unidade(s),2.96,37%
3407,Omeprazol Cinfa,40 mg,Blister - 56 unidade(s),11.85,37%
3408,Omeprazol Cinfa,20 mg,Blister - 56 unidade(s),5.68,37%
3409,Omeprazol Cinfa,20 mg,Blister - 14 unidade(s),2.59,37%
3410,Omeprazol Farmoz 20 mg Cápsulas Duras,20 mg,Frasco - 10 unidade(s),4.6,37%
3411,Omeprazol Farmoz 20 mg Cápsulas Duras,20 mg,Frasco - 60 unidade(s),5.48,37%
3412,Omeprazol Gasec 20 mg Cápsulas duras gastrorresistentes,20 mg,Blister - 56 unidade(s),6.68,37%
3413,Omeprazol Gasec 20 mg Cápsulas duras gastrorresistentes,20 mg,Blister - 14 unidade(s),6.03,37%
3414,Omeprazol Generis,20 mg,Blister - 56 unidade(s),8.5,37%
3415,Omeprazol Generis,20 mg,Blister - 14 unidade(s),6.03,37%
3416,Omeprazol Generis,40 mg,Blister - 14 unidade(s),4.15,37%
3417,Omeprazol Generis,40 mg,Blister - 56 unidade(s),16.33,37%
3418,Omeprazol Genkern,20 mg,Blister - 56 unidade(s),9,37%
3419,Omeprazol Genkern,20 mg,Blister - 14 unidade(s),5.72,37%
3420,Omeprazol GP,40 mg,Blister - 56 unidade(s),11.28,37%
3421,Omeprazol GP,40 mg,Blister - 14 unidade(s),6.49,37%
3422,Omeprazol GP 20 mg Cápsulas,20 mg,Blister - 56 unidade(s),5.9,37%
3423,Omeprazol GP 20 mg Cápsulas,20 mg,Blister - 14 unidade(s),6.03,37%
3424,Omeprazol Green Avet,20 mg,Blister - 56 unidade(s),3.36,37%
3425,Omeprazol Green Avet,20 mg,Blister - 14 unidade(s),2.48,37%
3426,Omeprazol Krka,20 mg,Blister - 56 unidade(s),8.48,37%
3427,Omeprazol Krka,20 mg,Blister - 14 unidade(s),3.42,37%
3428,Omeprazol Labesfal 20mg cápsulas gastrorresistentes,20 mg,Blister - 56 unidade(s),6.68,37%
3429,Omeprazol Labesfal 20mg cápsulas gastrorresistentes,20 mg,Blister - 14 unidade(s),5.59,37%
3430,Omeprazol Medinfar,20 mg,Blister - 56 unidade(s),23.84,37%
3431,Omeprazol Mepraz 20 mg Cápsula gastrorresistente,20 mg,Frasco - 60 unidade(s),11.45,37%
3432,Omeprazol Mepraz 20 mg Cápsula gastrorresistente,20 mg,Frasco - 10 unidade(s),4.44,37%
3433,Omeprazol Mylan,20 mg,Blister - 56 unidade(s),8.5,37%
3434,Omeprazol Mylan,20 mg,Blister - 14 unidade(s),6.03,37%
3435,Omeprazol Mylan,40 mg,Frasco - 56 unidade(s),11,37%
3436,Omeprazol Omezolan 20 mg Cápsulas Gastrorresistentes,20 mg,Blister - 14 unidade(s),2.32,37%
3437,Omeprazol Omezolan 20 mg Cápsulas Gastrorresistentes,20 mg,Blister - 56 unidade(s),3.36,37%
3438,Omeprazol Pensa,20 mg,Frasco - 56 unidade(s),3.8,37%
3439,Omeprazol Pensa,20 mg,Frasco - 28 unidade(s),12.49,0%
3440,Omeprazol Pensa,20 mg,Frasco - 14 unidade(s),3.42,37%
3441,Omeprazol Proclor 20 mg Cápsulas Gastrorresistentes,20 mg,Frasco - 60 unidade(s),8.25,37%
3442,Omeprazol Proclor 20 mg Cápsulas Gastrorresistentes,20 mg,Frasco - 10 unidade(s),4.44,37%
3443,Omeprazol Ratiopharm,20 mg,Blister - 56 unidade(s),11.45,37%
3444,Omeprazol Ratiopharm,20 mg,Blister - 14 unidade(s),5.59,37%
3445,Omeprazol Ratiopharm,40 mg,Blister - 56 unidade(s),11.28,37%
3446,Omeprazol Sandoz,20 mg,Blister - 56 unidade(s),8.49,37%
3447,Omeprazol Sandoz,20 mg,Blister - 14 unidade(s),6.03,37%
3448,Omeprazol Stada 20 mg cápsula dura gastrorresistente,20 mg,Blister - 56 unidade(s),3.6,37%
3449,Omeprazol Stada 20 mg cápsula dura gastrorresistente,20 mg,Blister - 14 unidade(s),2.48,37%
3450,Omeprazol Tecnigen,20 mg,Frasco - 60 unidade(s),3.34,37%
3451,Omeprazol Teva,20 mg,Blister - 14 unidade(s),6.03,37%
3452,Omeprazol Teva,20 mg,Blister - 56 unidade(s),3.8,37%
3453,Omeprazol Teva,40 mg,Blister - 56 unidade(s),13.66,37%
3454,Omeprazol Tolife,20 mg,Blister - 56 unidade(s),6,37%
3455,Omeprazol Tolife,20 mg,Blister - 14 unidade(s),5.2,37%
3456,Omeprazol Tolife,40 mg,Blister - 56 unidade(s),11.55,37%
3457,Omeprazol Zentiva,10 mg,Blister - 56 unidade(s),6.68,37%
3458,Omeprazol Zentiva,10 mg,Blister - 14 unidade(s),2.25,37%
3459,Omeprazol Zentiva,20 mg,Blister - 56 unidade(s),6.55,37%
3460,Omeprazol Zentiva,20 mg,Blister - 14 unidade(s),6.03,37%
3461,Omeprazol Zentiva,40 mg,Blister - 14 unidade(s),4.15,37%
3462,Omeprazol Zentiva,40 mg,Blister - 56 unidade(s),11.95,37%
3463,Omerax,20 mg,Blister - 56 unidade(s),11.45,37%
3464,Omerax,20 mg,Blister - 14 unidade(s),6.03,37%
3465,Ondansetrom Accord,8 mg/4 ml,Ampola - 10 unidade(s) - 4 ml,63.26,0%
3466,Ondansetrom Germed,8 mg,Blister - 30 unidade(s),58.97,37%
3467,Ondansetrom Germed,8 mg,Blister - 10 unidade(s),23.18,37%
3468,Ondansetrom Germed,4 mg,Blister - 30 unidade(s),40.66,37%
3469,Ondansetrom Germed,4 mg,Blister - 10 unidade(s),13.54,37%
3470,Oprymea,3.15 mg,Blister - 30 unidade(s),54.38,90%
3471,Oprymea,2.62 mg,Blister - 30 unidade(s),46.31,90%
3472,Oprymea,0.52 mg,Blister - 30 unidade(s),11.34,90%
3473,Oprymea,0.26 mg,Blister - 30 unidade(s),8.76,90%
3474,Oprymea,1.05 mg,Blister - 30 unidade(s),21.84,90%
3475,Oprymea,2.1 mg,Blister - 30 unidade(s),37.26,90%
3476,Paliperidona Alter,6 mg,Blister - 28 unidade(s),53.12,90%
3477,Paliperidona Alter,3 mg,Blister - 28 unidade(s),50.49,90%
3478,Paliperidona Alter,3 mg,Blister - 14 unidade(s),26.59,90%
3479,Paliperidona Alter,9 mg,Blister - 28 unidade(s),55.06,90%
3480,Paliperidona Krka,6 mg,Blister - 28 unidade(s),50.46,90%
3481,Paliperidona Krka,3 mg,Blister - 28 unidade(s),47.97,90%
3482,Paliperidona Krka,3 mg,Blister - 14 unidade(s),26.59,90%
3483,Paliperidona Krka,9 mg,Blister - 28 unidade(s),52.31,90%
3484,Paliperidona Pharmakern,3 mg,Blister - 28 unidade(s),50.49,90%
3485,Paliperidona Pharmakern,3 mg,Blister - 14 unidade(s),26.59,90%
3486,Paliperidona Pharmakern,6 mg,Blister - 28 unidade(s),53.12,90%
3487,Paliperidona Pharmakern,9 mg,Blister - 28 unidade(s),55.06,90%
3488,Paliperidona Sandoz,3 mg,Blister - 28 unidade(s),50.49,90%
3489,Paliperidona Sandoz,3 mg,Blister - 14 unidade(s),26.59,90%
3490,Paliperidona Sandoz,6 mg,Blister - 28 unidade(s),53.12,90%
3491,Paliperidona Sandoz,9 mg,Blister - 28 unidade(s),55.06,90%
3492,Pantoprazol Almus,20 mg,Blister - 60 unidade(s),8.77,37%
3493,Pantoprazol Almus,20 mg,Blister - 10 unidade(s),3.46,37%
3494,Pantoprazol Almus,40 mg,Blister - 60 unidade(s),12.32,37%
3495,Pantoprazol Almus,40 mg,Blister - 14 unidade(s),3.95,37%
3496,Pantoprazol Alter,20 mg,Blister - 56 unidade(s),3.85,37%
3497,Pantoprazol Alter,20 mg,Blister - 14 unidade(s),3.46,37%
3498,Pantoprazol Alter,40 mg,Blister - 56 unidade(s),5.38,37%
3499,Pantoprazol Alter,40 mg,Blister - 14 unidade(s),3.95,37%
3500,Pantoprazol Aurobindo,20 mg,Blister - 56 unidade(s),3.36,37%
3501,Pantoprazol Aurovitas,20 mg,Blister - 14 unidade(s),3.03,37%
3502,Pantoprazol Aurovitas,20 mg,Blister - 56 unidade(s),4.19,37%
3503,Pantoprazol Aurovitas,40 mg,Blister - 56 unidade(s),6.18,37%
3504,Pantoprazol Aurovitas,40 mg,Blister - 14 unidade(s),3.95,37%
3505,Pantoprazol Azevedos,40 mg,Frasco para injetáveis - 10 unidade(s),35.78,0%
3506,Pantoprazol Basi,40 mg,Blister - 56 unidade(s),5.15,37%
3507,Pantoprazol Bluefish,20 mg,Blister - 56 unidade(s),3.17,37%
3508,Pantoprazol Bluefish,20 mg,Blister - 14 unidade(s),3.46,37%
3509,Pantoprazol Bluefish,40 mg,Blister - 56 unidade(s),4.57,37%
3510,Pantoprazol Bluepharma,40 mg,Blister - 56 unidade(s),9.6,37%
3511,Pantoprazol Bluepharma,40 mg,Blister - 14 unidade(s),3.77,37%
3512,Pantoprazol Bluepharma,20 mg,Blister - 56 unidade(s),6.68,37%
3513,Pantoprazol Bluepharma,20 mg,Blister - 14 unidade(s),2.88,37%
3514,Pantoprazol Braiter,20 mg,Blister - 60 unidade(s),6.68,37%
3515,Pantoprazol Braiter,20 mg,Blister - 10 unidade(s),3.31,37%
3516,Pantoprazol Braiter,40 mg,Blister - 60 unidade(s),11.25,37%
3517,Pantoprazol Braiter,40 mg,Blister - 14 unidade(s),3.77,37%
3518,Pantoprazol Ciclum,40 mg,Blister - 14 unidade(s),3.76,37%
3519,Pantoprazol Ciclum,40 mg,Blister - 56 unidade(s),5.2,37%
3520,Pantoprazol Ciclum,20 mg,Blister - 56 unidade(s),3.4,37%
3521,Pantoprazol Ciclum,20 mg,Blister - 14 unidade(s),2.76,37%
3522,Pantoprazol Daquimed,40 mg,Blister - 60 unidade(s),16.16,37%
3523,Pantoprazol Daquimed,40 mg,Blister - 20 unidade(s),5.2,37%
3524,Pantoprazol Daquimed,20 mg,Blister - 60 unidade(s),9.21,37%
3525,Pantoprazol Daquimed,20 mg,Blister - 20 unidade(s),3.69,37%
3526,Pantoprazol Farmoz,20 mg,Blister - 60 unidade(s),5.16,37%
3527,Pantoprazol Farmoz,20 mg,Blister - 10 unidade(s),3.46,37%
3528,Pantoprazol Farmoz,40 mg,Blister - 60 unidade(s),6.17,37%
3529,Pantoprazol Farmoz,40 mg,Blister - 14 unidade(s),3.95,37%
3530,Pantoprazol Generis,40 mg,Blister - 56 unidade(s),11.65,37%
3531,Pantoprazol Generis,40 mg,Blister - 14 unidade(s),3.95,37%
3532,Pantoprazol Generis,20 mg,Blister - 56 unidade(s),6.68,37%
3533,Pantoprazol Generis,20 mg,Blister - 14 unidade(s),3.46,37%
3534,Pantoprazol Generis Phar,40 mg,Blister - 56 unidade(s),11.65,0%
3535,Pantoprazol Generis Phar,40 mg,Blister - 14 unidade(s),3.95,0%
3536,Pantoprazol Generis Phar,20 mg,Blister - 56 unidade(s),6.68,0%
3537,Pantoprazol Generis Phar,20 mg,Blister - 14 unidade(s),3.46,0%
3538,Pantoprazol KRKA,40 mg,Blister - 14 unidade(s),3.65,37%
3539,Pantoprazol KRKA,40 mg,Blister - 60 unidade(s),13.91,37%
3540,Pantoprazol KRKA,20 mg,Blister - 60 unidade(s),8.77,37%
3541,Pantoprazol KRKA,20 mg,Blister - 14 unidade(s),2.76,37%
3542,Pantoprazol Labesfal,20 mg,Blister - 56 unidade(s),5.16,37%
3543,Pantoprazol Labesfal,20 mg,Blister - 14 unidade(s),3.46,37%
3544,Pantoprazol Labesfal,40 mg,Blister - 56 unidade(s),13.84,37%
3545,Pantoprazol Labesfal,40 mg,Blister - 14 unidade(s),3.95,37%
3546,Pantoprazol Mepha,20 mg,Blister - 56 unidade(s),5.16,37%
3547,Pantoprazol Mepha,20 mg,Blister - 14 unidade(s),3.15,37%
3548,Pantoprazol Mepha,40 mg,Blister - 14 unidade(s),3.95,37%
3549,Pantoprazol Mepha,40 mg,Blister - 56 unidade(s),10.77,37%
3550,Pantoprazol Mylan,20 mg,Blister - 56 unidade(s),3.53,37%
3551,Pantoprazol Mylan,20 mg,Blister - 14 unidade(s),2.66,37%
3552,Pantoprazol Mylan,40 mg,Blister - 56 unidade(s),5.39,37%
3553,Pantoprazol Mylan,40 mg,Blister - 14 unidade(s),3.51,37%
3554,Pantoprazol Normon,40 mg,Frasco para injetáveis - 1 unidade(s),4.2,0%
3555,Pantoprazol Pharmakern,40 mg,Blister - 14 unidade(s),3.95,37%
3556,Pantoprazol Pharmakern,40 mg,Blister - 56 unidade(s),9,37%
3557,Pantoprazol Pharmakern,20 mg,Blister - 56 unidade(s),6.5,37%
3558,Pantoprazol Pharmakern,20 mg,Blister - 14 unidade(s),3.46,37%
3559,Pantoprazol Ratiopharm,20 mg,Blister - 56 unidade(s),3.97,37%
3560,Pantoprazol Ratiopharm,20 mg,Blister - 14 unidade(s),3.46,37%
3561,Pantoprazol Ratiopharm,40 mg,Blister - 56 unidade(s),5.39,37%
3562,Pantoprazol Ratiopharm,40 mg,Blister - 14 unidade(s),3.95,37%
3563,Pantoprazol Ritisca,20 mg,Blister - 56 unidade(s),4.19,0%
3564,Pantoprazol Ritisca,20 mg,Blister - 14 unidade(s),3.03,0%
3565,Pantoprazol Ritisca,40 mg,Blister - 56 unidade(s),6.18,0%
3566,Pantoprazol Ritisca,40 mg,Blister - 14 unidade(s),3.95,0%
3567,Pantoprazol Sandoz,20 mg,Blister - 56 unidade(s),6.5,37%
3568,Pantoprazol Sandoz,20 mg,Blister - 14 unidade(s),3.46,37%
3569,Pantoprazol Sandoz,40 mg,Blister - 56 unidade(s),12.5,37%
3570,Pantoprazol Tecnigen,40 mg,Blister - 60 unidade(s),5.37,37%
3571,Pantoprazol Tecnigen,40 mg,Blister - 14 unidade(s),3.77,37%
3572,Pantoprazol Tecnigen,20 mg,Blister - 60 unidade(s),3.35,37%
3573,Pantoprazol Tecnilor,40 mg,Blister - 60 unidade(s),16.16,37%
3574,Pantoprazol Tecnilor,40 mg,Blister - 14 unidade(s),3.95,37%
3575,Pantoprazol Tecnilor,20 mg,Blister - 60 unidade(s),9.21,37%
3576,Pantoprazol Tecnilor,20 mg,Blister - 10 unidade(s),3.46,37%
3577,Pantoprazol Tetrafarma,40 mg,Blister - 60 unidade(s),13.91,37%
3578,Pantoprazol Tetrafarma,40 mg,Blister - 14 unidade(s),3.77,37%
3579,Pantoprazol Tetrafarma,20 mg,Blister - 60 unidade(s),8.77,37%
3580,Pantoprazol Tetrafarma,20 mg,Blister - 10 unidade(s),3.31,37%
3581,Pantoprazol Teva,20 mg,Blister - 56 unidade(s),3.17,37%
3582,Pantoprazol Teva,20 mg,Blister - 14 unidade(s),2.23,37%
3583,Pantoprazol Teva,40 mg,Blister - 56 unidade(s),4.58,37%
3584,Pantoprazol Teva,40 mg,Blister - 14 unidade(s),2.11,37%
3585,Pantoprazol ToLife,20 mg,Frasco - 14 unidade(s),3.46,37%
3586,Pantoprazol ToLife,20 mg,Frasco - 56 unidade(s),5.2,37%
3587,Pantoprazol ToLife,40 mg,Frasco - 14 unidade(s),3.95,37%
3588,Pantoprazol ToLife,40 mg,Frasco - 56 unidade(s),6.38,37%
3589,Pantoprazol Vida,20 mg,Blister - 56 unidade(s),3.59,0%
3590,Pantoprazol Vida,20 mg,Blister - 14 unidade(s),2.88,0%
3591,Pantoprazol Vida,40 mg,Blister - 56 unidade(s),5.59,0%
3592,Pantoprazol Vida,40 mg,Blister - 14 unidade(s),3.95,0%
3593,Pantoprazol Zentiva,20 mg,Blister - 56 unidade(s),3.39,37%
3594,Pantoprazol Zentiva,20 mg,Blister - 14 unidade(s),3.46,37%
3595,Pantoprazol Zentiva,40 mg,Blister - 14 unidade(s),3.64,37%
3596,Pantoprazol Zentiva,40 mg,Blister - 56 unidade(s),5.38,37%
3597,Paracetamol + Codeína Pharmakern,500 mg + 30 mg,Blister - 20 unidade(s),2.54,37%
3598,Paracetamol Accel,1000 mg,Blister - 18 unidade(s),2.13,37%
3599,Paracetamol Alter,1000 mg,Blister - 18 unidade(s),1.84,37%
3600,Paracetamol Azevedos,1000 mg,Blister - 18 unidade(s),2.37,37%
3601,Paracetamol Bluepharma,1000 mg,Blister - 20 unidade(s),2.3,0%
3602,Paracetamol Ciclum,1000 mg,Blister - 20 unidade(s),2.1,37%
3603,Paracetamol Ciclum,650 mg,Blister - 20 unidade(s),1.65,37%
3604,Paracetamol Farmoz,1000 mg,Blister - 20 unidade(s),1.79,37%
3605,Paracetamol Generis,1000 mg,Blister - 18 unidade(s),2.34,37%
3606,Paracetamol GP,1000 mg,Blister - 20 unidade(s),1.89,37%
3607,Paracetamol Labesfal,1000 mg,Blister - 18 unidade(s),2.43,0%
3608,Paracetamol Pentafarma,1000 mg,Blister - 20 unidade(s),2.49,0%
3609,Paracetamol Pharmakern,1000 mg,Blister - 18 unidade(s),2.31,37%
3610,Paracetamol Ratiopharm,1000 mg,Blister - 20 unidade(s),2.13,37%
3611,Paracetamol Sandoz,1000 mg,Blister - 18 unidade(s),2.34,0%
3612,Paracetamol Tolife,1000 mg,Blister - 18 unidade(s),2.1,0%
3613,Paroxetina Almus,20 mg,Frasco - 60 unidade(s),8.58,37%
3614,Paroxetina Almus,20 mg,Frasco - 10 unidade(s),3.46,37%
3615,Paroxetina Alter Genéricos,20 mg,Blister - 60 unidade(s),8.45,37%
3616,Paroxetina Aurobindo,20 mg,Blister - 60 unidade(s),8.39,37%
3617,Paroxetina Aurovitas,20 mg,Blister - 60 unidade(s),8.42,37%
3618,Paroxetina Aurovitas,20 mg,Blister - 10 unidade(s),3.46,37%
3619,Paroxetina Bluepharma 20 mg Comprimidos Revestidos,20 mg,Blister - 10 unidade(s),3.21,37%
3620,Paroxetina Bluepharma 20 mg Comprimidos Revestidos,20 mg,Blister - 60 unidade(s),8.45,37%
3621,Paroxetina Cinfa,20 mg,Blister - 60 unidade(s),8.58,37%
3622,Paroxetina Farmoz 20 mg Comprimidos Revestidos,20 mg,Frasco - 60 unidade(s),11.4,37%
3623,Paroxetina Farmoz 20 mg Comprimidos Revestidos,20 mg,Frasco - 10 unidade(s),3.46,37%
3624,Paroxetina Generis,20 mg,Blister - 20 unidade(s),5.7,37%
3625,Paroxetina Generis,20 mg,Blister - 60 unidade(s),13.5,37%
3626,Paroxetina Generis Phar,20 mg,Blister - 60 unidade(s),13.5,0%
3627,Paroxetina GP,20 mg,Blister - 60 unidade(s),13,37%
3628,Paroxetina GP,20 mg,Blister - 10 unidade(s),2.15,37%
3629,Paroxetina Mylan,20 mg,Frasco - 10 unidade(s),3.46,37%
3630,Paroxetina Pentafarma,20 mg,Frasco - 60 unidade(s),8.39,37%
3631,Paroxetina Pharmakern 20 mg Comprimidos revestidos,20 mg,Blister - 60 unidade(s),8.39,37%
3632,Paroxetina Ratiopharm 20 mg Comprimidos,20 mg,Blister - 60 unidade(s),15.64,37%
3633,Paroxetina Ratiopharm 20 mg Comprimidos,20 mg,Blister - 10 unidade(s),3.21,37%
3634,Paroxetina Sandoz,20 mg,Blister - 60 unidade(s),11.41,37%
3635,Paroxetina Teva,20 mg,Blister - 20 unidade(s),5.7,37%
3636,Paroxetina toLife 20 mg Comprimidos,20 mg,Blister - 60 unidade(s),11.41,37%
3637,Paroxetina Zentiva,20 mg,Blister - 10 unidade(s),3.46,37%
3638,Paroxetina Zentiva,20 mg,Blister - 60 unidade(s),9.97,37%
3639,Pentoxifilina Generis 400 mg Comprimidos de Libertação Modificada,400 mg,Blister - 60 unidade(s),5.27,0%
3640,Perindopril + Amlodipina TAD,4 mg + 10 mg,Blister - 30 unidade(s),6.77,69%
3641,Perindopril + Amlodipina TAD,4 mg + 5 mg,Blister - 30 unidade(s),6.91,69%
3642,Perindopril + Amlodipina TAD,8 mg + 10 mg,Blister - 30 unidade(s),9.65,69%
3643,Perindopril + Amlodipina TAD,8 mg + 5 mg,Blister - 30 unidade(s),9.49,69%
3644,Perindopril + Indapamida Alter,2 mg + 0.625 mg,Blister - 30 unidade(s),3.83,69%
3645,Perindopril + Indapamida Alter,8 mg + 2.5 mg,Blister - 30 unidade(s),12.16,69%
